1%,10%,25%,75%,90%,99%
359.2728,428.20486876870154,455.83524,522.6700000000001,576.5840000000001,719.1327999999979
357.0342416,424.6536,453.07,517.52,573.482,690.668505929999
353.0362,421.442,450.345,512.30704,571.048,683.1156170279994
348.6766,419.201728,447.41,508.40999999999997,566.9540000000001,676.5109999999997
346.1473232,416.5955212516498,444.815,505.065,562.114,668.9358623999999
341.3862,413.42579348954763,441.32,500.395,557.8418859,662.8967005659985
338.6788,410.59410997249586,438.910740714383,498.185,552.1784572813508,662.8967005659985
336.9896,409.794,437.605,495.544,547.4040000000001,662.8967005659985
335.6892,407.7625968,436.185,494.16499999999996,543.0566808184814,667.2008613099997
333.5021,404.909216,434.275,490.26750000000004,537.7900000000001,663.2088735870001
333.0962,404.47200000000004,433.995,490.055,535.0460000000002,659.3860992419991
331.9326,402.26784548,433.2138563180684,488.54,530.7500000000001,656.0354829659997
330.923,402.09856,432.235,486.61,529.5250388999999,656.0354829659997
330.5132,401.58799999999997,431.3,484.395,529.524993468667,664.3698643139996
329.0526,398.67,430.42,483.72,527.078,672.4016623999993
327.7498,396.83104000000003,430.41536,482.165,526.818,677.8280833599995
327.7498,395.952,429.705,482.05499999999995,526.6933541999999,685.070972388
327.136,394.202,429.245,481.70500000000004,523.7483339,687.1952169019997
325.7894,393.6041310877322,428.485,481.386399,522.9780000000001,717.2475999999991
325.7894,393.58930487018574,428.155,481.17,521.168,717.2475999999991
325.7894,393.50199999999995,427.755,481.115,521.041296,717.2475999999991
325.7894,393.222,427.37,480.745,521.02912,709.3625999999991
323.5294,392.88599999999997,426.88,480.745,521.168,709.3625999999991
322.0398,391.69800000000004,425.685,480.415,523.444,709.3625999999991
319.9046,390.82649771999996,424.75265944719285,480.415,525.072,709.3625999999991
313.8114,390.756,424.4,480.745,526.818,717.2475999999991
308.6568,389.07,423.28999999999996,481.255,529.5250388999999,721.4331999999998
305.693,387.9407622951029,422.12,482.05499999999995,531.6759999999999,724.9361999999995
305.693,387.9407622951029,421.92032,483.705,533.106,724.9361999999995
305.693,387.9407622951029,421.885,484.2180577349,540.8517196960923,737.8948575999997
305.693,387.9407622951029,421.605,485.695,543.9807232739255,745.785799999999
305.693,387.9407622951029,421.115,487.04896,551.402,755.9517999999993
305.693,387.9407622951029,420.33500000000004,489.17,555.1661609600001,765.5077999999994
305.693,387.9406418360823,420.22,492.45615999999995,574.8319941000001,781.2867999999984
307.0696,387.708,419.87,496.57,581.0615068000001,844.9035999999982
307.0696,386.96000000000004,419.08932,503.61451999999997,591.82131646,913.1159999999993
307.0696,386.60200000000003,418.515,509.7024,599.40743128,986.7911999999989
308.4858,386.298,418.20500000000004,515.3657599999999,604.76,1001.5428095999981
308.4858,386.028,418.55499999999995,521.02912,608.8114021,1023.8799183199973
308.4858,385.418,418.59,526.6929170999999,611.528,1026.757247919998
308.4858,385.46,418.70000000000005,532.3566950535742,615.322,1026.757247919998
308.4858,385.418,418.91432,538.0196,623.2545072,1026.757247919998
307.0696,386.028,419.19500000000005,544.92,629.072368,1026.757247919998
308.4858,386.57000000000005,420.22,549.87,634.06747456,1026.757247919998
310.7052,388.50815245902055,421.39,552.1785165,639.9598787134206,1026.757247919998
318.22438717774975,389.64,423.09000000000003,556.14,642.7915733799998,1026.757247919998
320.38300880580226,391.73849772,425.41999999999996,563.50432,650.5920000000001,1026.757247919998
321.1768,393.60400887018574,428.175,566.203,654.684416,1012.7726703999991
322.0992,395.106,431.9,568.9100000000001,662.61333996,1026.757247919998
322.0992,396.576,435.655,571.9993599999999,667.0715178400001,1026.757247919998
322.4754,398.40200000000004,437.39,574.56552,672.7760000000001,1040.3694680799988
322.4754,399.55,440.565,577.7368394,677.3386965753554,1038.1746680799993
320.823,399.536,441.92138291254037,580.4953634999999,686.0821579200002,1043.1947999999995
320.2500088058022,399.42400000000004,443.62,585.075,693.7618303,1046.3813999999998
318.22438717774975,399.42400000000004,447.37271999999996,586.51,698.07722418,1046.3813999999998
320.2500088058022,400.736,449.135,589.9449999999999,699.9924578400002,1046.3813999999998
320.823,404.948,452.08,588.98972,705.0000000000001,1042.3143999999998
321.1768,408.40000000000003,456.22,593.84,709.974336,1010.6212259199986
320.823,411.09000000000003,460.855,597.4854076223847,713.4580000000001,998.1121827898431
320.823,412.504,464.54,603.1478400000001,718.1135827600001,985.7093781702708
320.823,414.914,466.865,608.8112,720.466,976.63435733
320.823,415.40200000000004,470.34000000000003,613.13,724.9112832000001,1016.0214259199976
320.823,417.026,471.935,617.69812,731.3117220800002,1045.9740701799994
320.823,418.49199999999996,473.21000000000004,622.9706005946082,749.332,1105.3341999999989
319.54920000000004,419.08864,475.72148929042805,628.5914799999999,762.1160000000001,1122.9404721199996
321.01300000000003,422.66,476.57,634.26316,776.1372196721646,1156.711573543175
321.01300000000003,427.488944,478.745,643.71121345,778.940634,1163.1416289458173
322.0233680483493,430.41536,481.67,650.5450000000001,795.5867520000002,1169.6201999999992
326.0401413916653,432.963632,484.03864,657.835,812.466,1175.2364292988157
334.26458610866246,435.9655176259611,486.48,662.6142198,825.7200000000003,1177.4666
339.6296,438.284,488.36,673.585,839.4240000000001,1179.6019471999996
339.6296,441.68621266006454,492.57,683.63744,853.724,1179.6019471999996
341.8286,444.79,496.96,695.85,866.37910364,1181.1202127999998
350.9993687543449,447.942,501.63,708.2755875,894.88989216,1191.5353497774704
356.1994,451.769,507.04863020523766,722.0438,904.2077311999999,1210.1993248671988
360.6406144,458.432,516.43,731.42,915.5884948600002,1240.020800000001
