Date,indus_at_tarbela (cfs),kabul_at_nowshera (cfs),jhelum_at_mangal (cfs),cheanab_at_marala (cfs),Year
1961-04-01,21332.55083,24904.98588,16877.60142,14684.9117,1961
1961-04-02,20797.53312,24114.99604,16432.6362,14355.0724,1961
1961-04-03,20262.51542,23325.0062,15987.67098,14024.87996,1961
1961-04-04,19727.49771,22535.01636,15542.35262,13695.04066,1961
1961-04-05,19192.48001,21745.02653,15097.3874,13364.84822,1961
1961-04-06,19727.49771,22535.01636,16022.63254,14075.02683,1961
1961-04-07,21332.55083,24904.98588,18317.38174,15824.87022,1961
1961-04-08,22937.60394,27274.9554,20612.4841,17575.06675,1961
1961-04-09,24542.65706,29644.92492,22907.58645,19324.91013,1961
1961-04-10,26147.35703,32014.89443,25202.6888,21075.10667,1961
1961-04-11,27870.00809,34525.06331,27717.44859,22915.00254,1961
1961-04-12,29709.90396,37175.0784,30452.5721,24844.95089,1961
1961-04-13,31550.15298,39825.09348,33187.69562,26774.89925,1961
1961-04-14,33390.04885,42475.10857,35922.46599,28705.20075,1961
1961-04-15,35229.94472,45125.12366,38657.5895,30635.1491,1961
1961-04-16,35530.11967,45635.06793,39142.46033,31164.8696,1961
1961-04-17,34289.86741,44004.94138,37377.43163,30295.06854,1961
1961-04-18,33049.96829,42375.16797,35612.40292,29424.91433,1961
1961-04-19,31810.06917,40745.04142,33847.37422,28555.11327,1961
1961-04-20,30570.17006,39114.91487,32082.69866,27684.95907,1961
1961-04-21,29252.5786,37487.61349,30492.47772,27124.86792,1961
1961-04-22,27857.64795,35862.431,29077.41769,26875.19299,1961
1961-04-23,26462.36415,34237.60165,27662.35766,26625.16492,1961
1961-04-24,25067.4335,32612.41916,26247.65078,26375.13684,1961
1961-04-25,23672.50285,30987.58981,24832.59075,26125.10877,1961
1961-04-26,24127.35619,31492.59002,24967.4929,26035.05628,1961
1961-04-27,26432.6998,34127.41979,26652.35724,26104.97939,1961
1961-04-28,28737.69027,36762.6027,28337.57472,26174.90249,1961
1961-04-29,31042.68074,39397.43247,30022.43906,26245.17875,1961
1961-04-30,33347.67121,42032.61538,31707.65654,26315.10185,1961
1961-05-01,35307.63706,44527.59894,33062.68158,26242.35357,1961
1961-05-02,36922.57829,46882.38313,34087.51418,26027.64019,1961
1961-05-03,38537.51952,49237.52048,35112.69992,25812.57367,1961
1961-05-04,40152.46075,51592.65782,36137.53251,25597.50715,1961
1961-05-05,41767.40198,53947.44201,37162.3651,25382.44063,1961
1961-05-06,42912.65771,54732.4878,37957.65215,25577.37777,1961
1961-05-07,43587.52162,53947.44201,38522.68735,26182.67173,1961
1961-05-08,44262.38554,53162.39623,39087.3694,26787.61254,1961
1961-05-09,44937.6026,52377.7036,39652.4046,27392.55335,1961
1961-05-10,45612.46652,51592.65782,40217.4398,27997.49416,1961
1961-05-11,46177.50172,51225.03179,41009.90167,28504.9664,1961
1961-05-12,46632.7082,51275.17867,42030.14335,28914.97007,1961
1961-05-13,47087.56154,51324.97239,43050.03189,29324.97373,1961
1961-05-14,47542.41488,51375.11927,44069.92042,29734.9774,1961
1961-05-15,47997.62136,51424.91299,45090.16211,30144.98107,1961
1961-05-16,49362.53451,51375.11927,45429.88952,30534.85536,1961
1961-05-17,51637.50749,51225.03179,45090.16211,30904.95341,1961
1961-05-18,53912.48046,51074.94432,44750.08155,31275.05147,1961
1961-05-19,56187.45344,50925.20999,44410.00099,31645.14952,1961
1961-05-20,58462.42641,50775.12251,44069.92042,32014.89443,1961
1961-05-21,57993.09405,49777.48224,43568.09854,31699.88731,1961
1961-05-22,54779.45635,47931.93602,42904.53532,30700.12815,1961
1961-05-23,51565.81865,46086.38979,42240.97211,29700.01585,1961
1961-05-24,48352.18095,44240.84357,41577.4089,28699.90354,1961
1961-05-25,45138.54325,42395.6505,40913.84569,27700.14439,1961
1961-05-26,44359.14782,41427.32142,40581.88751,27372.77712,1961
1961-05-27,58184.14657,45722.64838,42240.97211,31081.88006,1961
1961-05-28,74443.3876,50895.54564,44232.0149,35463.72803,1961
1961-05-29,90702.27548,56068.08975,46222.70454,39845.57601,1961
1961-05-30,106961.5165,61240.98701,48213.74732,44227.42399,1961
1961-05-31,123220.4044,66413.53111,50204.43696,48609.27196,1961
1961-06-01,141697.7617,72275.06502,52507.6617,53397.59214,1961
1961-06-02,162392.5291,78825.23558,55122.71523,58592.38451,1961
1961-06-03,183087.6496,85375.05299,57737.41562,63787.53002,1961
1961-06-04,203782.7701,91925.22354,60352.46915,68982.67554,1961
1961-06-05,224477.8906,98475.04095,62967.52269,74177.46791,1961
1961-06-06,228842.7875,99445.13576,63272.6417,75662.45104,1961
1961-06-07,216877.814,94835.15482,61267.47303,73437.62494,1961
1961-06-08,204912.8405,90225.17388,59262.65751,71212.4457,1961
1961-06-09,192947.8669,85615.19295,57257.48885,68987.6196,1961
1961-06-10,180982.5403,81005.21201,55252.67333,66762.44035,1961
1961-06-11,173025.0789,77380.15805,53732.37549,65255.20895,1961
1961-06-12,169075.1297,74740.03108,52697.65478,64465.21912,1961
1961-06-13,165125.1806,72099.90411,51662.58092,63675.22928,1961
1961-06-14,161175.2314,69460.13028,50627.50707,62884.88629,1961
1961-06-15,157225.2822,66820.00331,49592.43321,62094.89645,1961
1961-06-16,153575.1548,65819.89101,48927.45741,62145.04333,1961
1961-06-17,150225.2023,66460.14652,48632.57966,63034.97377,1961
1961-06-18,146875.2499,67100.04888,48337.70192,63924.90421,1961
1961-06-19,143525.2974,67739.95125,48042.47103,64815.18779,1961
1961-06-20,140174.9919,68380.20676,47747.59328,65705.11823,1961
1961-06-21,132850.0168,68212.46193,46947.71533,66237.66391,1961
1961-06-22,121550.0191,67237.42307,45642.48402,66412.47167,1961
1961-06-23,110250.0214,66262.73735,44337.60585,66587.63259,1961
1961-06-24,98950.02367,65287.69848,43032.37454,66762.44035,1961
1961-06-25,87650.02596,64312.65961,41727.49637,66937.60126,1961
1961-06-26,91949.94383,64927.48854,42072.52099,67702.51766,1961
1961-06-27,111850.1304,67132.53841,44067.4484,69057.5427,1961
1961-06-28,131749.9639,69337.58827,46062.3758,70412.56774,1961
1961-06-29,151650.1505,71542.63814,48057.65635,71767.59278,1961
1961-06-30,171550.3371,73747.68801,50052.58375,73122.61782,1961
1961-07-01,189325.285,76009.94769,52149.92378,74057.39793,1961
1961-07-02,204975.3475,78330.12348,54350.02959,74572.6394,1961
1961-07-03,220625.0568,80649.94613,56550.1354,75087.52773,1961
1961-07-04,236275.1192,82970.12192,58749.88807,75602.41605,1961
1961-07-05,251925.1817,85289.94456,60949.99388,76117.65753,1961
1961-07-06,260475.2237,85790.00071,61090.19324,77722.71064,1961
1961-07-07,261925.2453,84469.93722,59170.133,80417.5754,1961
1961-07-08,263375.2669,83150.22689,57250.07276,83112.44016,1961
1961-07-09,264825.2884,81830.1634,55330.01252,85807.65806,1961
1961-07-10,266275.31,80510.09991,53409.95228,88502.52282,1961
1961-07-11,270125.3186,79537.53308,51702.48654,90630.23349,1961
1961-07-12,276375.3142,78912.46289,50207.61528,92190.08379,1961
1961-07-13,282625.3098,78287.74584,48712.39089,93749.93409,1961
1961-07-14,288875.3054,77662.67565,47217.51964,95310.13754,1961
1961-07-15,295125.301,77037.60546,45722.64838,96869.98784,1961
1961-07-16,298875.369,76842.66832,45437.65876,99610.05541,1961
1961-07-17,300125.1563,77077.51107,46362.55075,103529.9871,1961
1961-07-18,301375.2967,77312.70698,47287.44274,107450.272,1961
1961-07-19,302625.437,77547.54973,48212.68788,111370.2037,1961
1961-07-20,303875.2243,77782.74563,49137.57987,115290.1354,1961
1961-07-21,307295.8061,78429.71094,50099.90545,120531.8963,1961
1961-07-22,312886.8294,79488.79879,51100.01775,127095.4864,1961
1961-07-23,318477.4996,80547.88664,52100.13006,133659.0766,1961
1961-07-24,324068.5229,81606.9745,53099.88921,140223.0198,1961
1961-07-25,329659.5462,82666.06235,54100.00152,146786.61,1961
1961-07-26,333591.1317,83204.61152,54745.55423,151581.9931,1961
1961-07-27,327568.5628,80620.63492,53263.74942,145768.134,1961
1961-07-28,319886.5561,77516.11965,51427.38502,138186.4211,1961
1961-07-29,312204.9026,74411.60437,49591.02062,130604.7082,1961
1961-07-30,304522.8959,71306.73595,47754.65622,123022.9952,1961
1961-07-31,296841.2423,68202.22067,45918.29182,115440.9291,1961
1961-08-01,289750.4037,65035.19837,44172.6862,107672.7546,1961
1961-08-02,283250.38,61804.96276,42517.48621,99717.76524,1961
1961-08-03,276750.3563,58575.0803,40862.63937,91762.42277,1961
1961-08-04,270250.3327,55345.19784,39207.43938,83807.43345,1961
1961-08-05,263750.309,52114.96223,37552.59254,75852.44413,1961
1961-08-06,260650.3846,50805.14001,36727.64115,74907.42276,1961
1961-08-07,260950.2064,51415.02488,36732.58521,80972.72248,1961
1961-08-08,261250.3814,52024.90975,36737.52926,87037.66906,1961
1961-08-09,261550.2032,52635.14776,36742.47332,93102.61564,1961
1961-08-10,261850.3781,53245.03263,36747.41738,99167.56222,1961
1961-08-11,262475.0952,53507.42085,36540.12009,104560.1169,1961
1961-08-12,263425.4137,53422.66557,36119.87516,109280.2797,1961
1961-08-13,264375.3792,53337.55715,35699.98338,114000.0894,1961
1961-08-14,265325.3446,53252.44872,35280.09159,118720.2522,1961
1961-08-15,266275.31,53167.69344,34860.19981,123440.0618,1961
1961-08-16,262525.242,52552.51136,34460.08426,123840.1774,1961
1961-08-17,254075.1406,51407.60879,34080.09809,119920.2457,1961
1961-08-18,245625.3924,50262.70622,33700.11192,115999.9608,1961
1961-08-19,237175.2909,49117.4505,33320.12574,112080.0291,1961
1961-08-20,228725.1895,47972.54792,32940.13957,108160.0974,1961
1961-08-21,219432.1262,46849.89361,32347.91205,104859.2324,1961
1961-08-22,209295.7479,45750.19385,31543.09004,102177.4341,1961
1961-08-23,199159.3695,44650.14095,30738.62117,99495.63578,1961
1961-08-24,189022.9912,43550.08804,29934.15231,96813.83746,1961
1961-08-25,178886.6129,42450.03514,29129.68344,94132.03914,1961
1961-08-26,171045.69,41500.06971,28550.16922,91990.90888,1961
1961-08-27,176977.5002,41449.92283,29320.38282,93095.5527,1961
1961-08-28,185204.7658,41549.86343,30315.90422,94740.86457,1961
1961-08-29,193432.0315,41650.15718,31311.42561,96386.52959,1961
1961-08-30,201659.2971,41750.09778,32306.947,98031.84147,1961
1961-08-31,209886.5628,41850.03838,33302.46839,99677.50649,1961
1961-09-01,218975.154,41967.63633,34465.02832,101717.6367,1961
1961-09-02,228925.0707,42102.53849,35794.97992,104152.5853,1961
1961-09-03,238875.3406,42237.44064,37124.93152,106587.5338,1961
1961-09-04,248825.2573,42372.69594,38454.88312,109022.4824,1961
1961-09-05,258775.174,42507.5981,39785.18787,111457.431,1961
1961-09-06,256825.0963,41932.67478,39654.87663,110262.7347,1961
1961-09-07,242975.3773,40647.57285,38065.00884,105437.6872,1961
1961-09-08,229125.3051,39362.47091,36475.14104,100612.6397,1961
1961-09-09,215275.2329,38077.36898,34884.9201,95787.59228,1961
1961-09-10,201425.1607,36792.62019,33295.05231,90962.54482,1961
1961-09-11,189175.1975,35632.5323,32044.91193,86677.45912,1961
1961-09-12,178525.3435,34597.45844,31135.20526,82932.68833,1961
1961-09-13,167875.1362,33562.38459,30225.14544,79187.5644,1961
1961-09-14,157225.2822,32527.66388,29315.08562,75442.44046,1961
1961-09-15,146575.0749,31492.59002,28405.0258,71697.66968,1961
1961-09-16,141425.1322,30667.63863,27594.90658,69422.6967,1961
1961-09-17,141775.1009,30052.45655,26885.08111,68617.52154,1961
1961-09-18,142125.0696,29437.62763,26174.90249,67812.69953,1961
1961-09-19,142475.0383,28822.44555,25465.07702,67007.52437,1961
1961-09-20,142825.0069,28207.61663,24754.89841,66202.70236,1961
1961-09-21,142610.2936,27564.88909,23985.03795,65244.96769,1961
1961-09-22,141830.1918,26894.96923,23155.1425,64135.02667,1961
1961-09-23,141050.0901,26225.04937,22324.8939,63025.08565,1961
1961-09-24,140269.9884,25555.12951,21494.99845,61915.14463,1961
1961-09-25,139490.2398,24884.8565,20665.103,60805.20361,1961
1961-09-26,135470.0144,24114.99604,19975.05376,58834.99649,1961
1961-09-27,128210.0184,23245.19498,19424.85074,56004.87644,1961
1961-09-28,120950.0223,22375.04077,18875.00086,53175.10953,1961
1961-09-29,113690.0263,21504.88657,18325.15098,50344.98947,1961
1961-09-30,106430.0303,20635.0855,17774.94795,47514.86941,1961
1961-10-01,99357.5553,19715.13757,17119.86027,44694.99061,1961
1961-10-02,92472.60139,18745.04276,16359.88792,41884.99994,1961
1961-10-03,85587.64748,17774.94795,15599.91558,39075.00926,1961
1961-10-04,78702.69357,16804.85314,14839.94323,36265.01858,1961
1961-10-05,71817.73966,15835.11148,14079.97089,33455.0279,1961
1961-10-06,67422.47209,15165.19162,13600.04412,31465.04455,1961
1961-10-07,65517.59718,14795.09357,13400.16292,30295.06854,1961
1961-10-08,63612.72226,14424.99551,13199.92857,29125.09253,1961
1961-10-09,61707.49419,14054.89745,13000.04736,27955.11652,1961
1961-10-10,59802.61927,13685.15254,12800.16616,26785.14051,1961
1961-10-11,56754.96066,13144.83763,12474.91778,25185.03145,1961
1961-10-12,52565.22466,12435.01216,12025.0085,23155.1425,1961
1961-10-13,48375.1355,11725.18669,11575.09922,21124.90039,1961
1961-10-14,44185.04635,11015.00808,11124.83679,19095.01144,1961
1961-10-15,39994.95719,10305.18261,10674.92752,17065.12248,1961
1961-10-16,37884.90387,9974.990162,10445.02882,15935.05208,1961
1961-10-17,37854.88637,10025.13704,10435.1407,15705.15338,1961
1961-10-18,37824.86888,10074.93076,10424.89944,15474.90154,1961
1961-10-19,37795.20453,10125.07764,10415.01132,15245.00284,1961
1961-10-20,37765.18703,10174.87136,10405.12321,15015.10415,1961
1961-10-21,37147.88608,10084.11259,10336.25954,14450.06895,1961
1961-10-22,35943.30166,9852.448153,10209.12662,13549.89724,1961
1961-10-23,34738.71724,9620.430574,10081.9937,12650.07869,1961
1961-10-24,33534.13283,9388.766142,9954.507636,11749.90698,1961
1961-10-25,32329.54841,9156.748563,9827.374716,10850.08843,1961
1961-10-26,31240.79621,8977.349887,9709.070471,10090.82238,1961
1961-10-27,30847.7436,9111.545747,9645.504011,10177.34339,1961
1961-10-28,30570.5232,9297.654216,9590.766226,10404.41691,1961
1961-10-29,30293.30281,9484.115832,9536.381588,10631.84358,1961
1961-10-30,30016.08241,9670.577448,9481.99695,10859.27025,1961
1961-10-31,29738.50887,9856.685917,9427.259165,11086.34377,1961
1961-11-01,29215.14502,9984.878278,9337.559827,11174.98367,1961
1961-11-02,28444.93141,10055.15453,9212.545789,11124.83679,1961
1961-11-03,27675.07095,10125.07764,9087.531751,11075.04307,1961
1961-11-04,26904.85734,10195.00074,8962.517713,11024.89619,1961
1961-11-05,26134.99688,10264.92385,8837.503675,10975.10247,1961
1961-11-06,25785.02821,10375.10571,8802.542122,10905.17936,1961
1961-11-07,25854.95131,10524.84004,8857.633054,10815.12688,1961
1961-11-08,25924.87442,10674.92752,8912.370839,10725.07439,1961
1961-11-09,25995.15067,10825.01499,8967.461771,10635.02191,1961
1961-11-10,26065.07378,10975.10247,9022.552703,10544.96942,1961
1961-11-11,26065.07378,11142.49414,9039.856906,10422.42741,1961
1961-11-12,25995.15067,11327.54317,9020.080674,10267.39588,1961
1961-11-13,25924.87442,11512.5922,8999.951295,10112.36435,1961
1961-11-14,25854.95131,11697.64123,8980.175063,9957.332812,1961
1961-11-15,25785.02821,11882.33711,8960.045684,9802.654426,1961
1961-11-16,25574.90574,11957.55742,8999.951295,9797.357221,1961
1961-11-17,25224.93706,11922.59587,9099.891896,9942.500638,1961
1961-11-18,24874.96839,11887.63431,9200.185644,10087.64406,1961
1961-11-19,24524.99971,11852.67276,9300.126245,10232.43433,1961
1961-11-20,24175.03103,11817.35806,9400.066846,10377.57774,1961
1961-11-21,23855.07985,11844.90353,9520.136826,10542.49739,1961
1961-11-22,23565.14616,11934.95601,9659.983038,10727.54642,1961
1961-11-23,23274.85933,12025.0085,9800.182397,10912.59545,1961
1961-11-24,22984.92564,12115.06098,9940.028609,11097.64448,1961
1961-11-25,22694.99196,12205.11347,10079.87482,11282.34036,1961
1961-11-26,22425.18765,12154.96659,10079.87482,11237.49069,1961
1961-11-27,22175.15957,11964.97351,9940.028609,10962.38917,1961
1961-11-28,21925.1315,11774.98042,9800.182397,10687.64081,1961
1961-11-29,21675.10342,11584.98734,9659.983038,10412.5393,1961
1961-11-30,21425.07534,11394.99425,9520.136826,10137.43778,1961
1961-12-01,21135.14166,11235.01866,9407.482933,9882.465648,1961
1961-12-02,20804.94921,11105.06056,9322.374506,9647.622893,1961
1961-12-03,20475.10991,10975.10247,9237.619226,9412.426991,1961
1961-12-04,20144.91747,10845.14437,9152.510799,9177.584236,1961
1961-12-05,19815.07817,10715.18627,9067.402372,8942.388334,1961
1961-12-06,19625.08508,10605.00441,9012.664587,8857.633054,1961
1961-12-07,19574.93821,10514.95193,8987.59115,8922.612102,1961
1961-12-08,19525.14448,10424.89944,8962.517713,8987.59115,1961
1961-12-09,19474.99761,10334.84695,8937.444276,9052.570198,1961
1961-12-10,19424.85074,10245.14762,8912.370839,9117.549246,1961
1961-12-11,19349.98357,10130.0217,8912.370839,9170.168149,1961
1961-12-12,19250.04297,9990.175483,8937.444276,9210.07376,1961
1961-12-13,19150.10237,9849.976124,8962.517713,9249.979371,1961
1961-12-14,19050.16177,9710.129912,8987.59115,9289.884982,1961
1961-12-15,18949.86802,9569.930553,9012.664587,9330.14374,1961
1961-12-16,18810.02181,9509.895563,8907.426781,9270.10875,1961
1961-12-17,18629.91684,9530.024942,8672.584026,9110.133159,1961
1961-12-18,18450.16502,9550.154321,8437.388124,8950.157568,1961
1961-12-19,18270.06005,9569.930553,8202.545369,8790.181977,1961
1961-12-20,18089.95508,9590.059932,7967.349467,8629.853239,1961
1961-12-21,17918.32563,9577.34664,7740.98224,8493.18535,1961
1961-12-22,17754.46543,9531.790677,7522.737394,8379.472016,1961
1961-12-23,17590.95836,9486.234714,7304.492548,8265.758682,1961
1961-12-24,17427.4513,9441.031898,7086.247702,8152.398495,1961
1961-12-25,17263.5911,9395.475935,6868.356003,8038.685161,1961
1961-12-26,17109.26586,9363.692705,6681.894387,7931.68162,1961
1961-12-27,17008.97211,9413.486432,6686.485298,7865.996278,1961
1961-12-28,16918.21333,9477.406039,6722.859439,7806.667582,1961
1961-12-29,16827.45455,9540.972499,6759.23358,7747.692033,1961
1961-12-30,16736.34262,9604.538959,6795.607721,7688.716484,1961
1961-12-31,16645.58385,9668.105419,6831.981862,7629.387788,1961
1962-01-01,16525.16072,9740.147407,6817.502835,7535.097539,1962
1962-01-02,16375.07324,9819.958629,6752.523787,7405.139443,1962
1962-01-03,16224.98577,9900.122998,6687.544739,7275.181347,1962
1962-01-04,16074.89829,9979.93422,6622.565691,7144.870104,1962
1962-01-05,15925.16397,10060.09859,6557.586643,7014.912008,1962
1962-01-06,15835.11148,10060.09859,6562.530701,6984.894513,1962
1962-01-07,15805.09399,9979.93422,6637.397865,7055.170766,1962
1962-01-08,15775.07649,9900.122998,6712.618176,7125.093872,1962
1962-01-09,15745.059,9819.958629,6787.48534,7195.016978,1962
1962-01-10,15715.0415,9740.147407,6862.352504,7264.940084,1962
1962-01-11,15667.36666,9669.871154,6947.460931,7324.975074,1962
1962-01-12,15602.38761,9609.836164,7042.457474,7375.121948,1962
1962-01-13,15537.40856,9550.154321,7137.454017,7424.915675,1962
1962-01-14,15472.42951,9490.119331,7232.45056,7475.062549,1962
1962-01-15,15407.45046,9430.084341,7327.447103,7524.856276,1962
1962-01-16,15352.35953,9409.954962,7312.614929,7514.96816,1962
1962-01-17,15307.50986,9430.084341,7187.600891,7445.045054,1962
1962-01-18,15262.66019,9449.860573,7062.586853,7375.121948,1962
1962-01-19,15217.45738,9469.989952,6937.572815,7304.845695,1962
1962-01-20,15172.60771,9490.119331,6812.558777,7234.922589,1962
1962-01-21,15124.93286,9563.573907,6702.376913,7177.359628,1962
1962-01-22,15075.13914,9691.059974,6606.674076,7131.803665,1962
1962-01-23,15024.99226,9818.192894,6511.324386,7086.247702,1962
1962-01-24,14974.84539,9945.325814,6415.974696,7041.044886,1962
1962-01-25,14925.05166,10072.81188,6320.625006,6995.488923,1962
1962-01-26,14877.37682,10136.37834,6240.813784,6954.523871,1962
1962-01-27,14843.12156,9818.192894,6256.705399,6940.751138,1962
1962-01-28,14811.33833,9436.440987,6288.488629,6931.922463,1962
1962-01-29,14779.5551,9054.68908,6320.625006,6922.740641,1962
1962-01-30,14747.77187,8672.584026,6352.408236,6913.558819,1962
1962-01-31,14715.98864,8290.832119,6384.191466,6904.376997,1962
1962-02-01,14659.83826,7857.52075,6344.992149,6827.390951,1962
1962-02-02,14580.02704,7372.649919,6235.163432,6682.600681,1962
1962-02-03,14499.86267,6887.425941,6124.981568,6537.457264,1962
1962-02-04,14420.05145,6402.55511,6015.152851,6392.666994,1962
1962-02-05,14339.88708,5917.331132,5904.970987,6247.523577,1962
1962-02-06,14339.88708,5842.463968,6015.152851,6352.408236,1962
1962-02-07,14420.05145,6177.600471,6344.992149,6707.674118,1962
1962-02-08,14499.86267,6512.383827,6674.831447,7062.586853,1962
1962-02-09,14580.02704,6847.52033,7005.023892,7417.499588,1962
1962-02-10,14659.83826,7182.656833,7334.86319,7772.412323,1962
1962-02-11,14735.05858,7454.93317,7557.3458,7987.478846,1962
1962-02-12,14804.98168,7665.055635,7672.471722,8062.34601,1962
1962-02-13,14874.90479,7875.1781,7787.597644,8137.566321,1962
1962-02-14,14945.18104,8084.947418,7902.370419,8212.433485,1962
1962-02-15,15015.10415,8295.069883,8017.496341,8287.653796,1962
1962-02-16,15024.99226,8344.86361,8342.391581,8672.584026,1962
1962-02-17,14974.84539,8235.034893,8877.409286,9367.577322,1962
1962-02-18,14925.05166,8124.853029,9412.426991,10062.57062,1962
1962-02-19,14874.90479,8015.024312,9947.444696,10757.56391,1962
1962-02-20,14825.11106,7904.842448,10482.4624,11452.55721,1962
1962-02-21,14675.02359,7837.391371,11112.47665,12243.60649,1962
1962-02-22,14424.99551,7812.671081,11837.48744,13131.41805,1962
1962-02-23,14174.96743,7787.597644,12562.49823,14018.87646,1962
1962-02-24,13924.93936,7762.524207,13287.50902,14906.33487,1962
1962-02-25,14125.17371,7712.377333,13637.4777,15368.60429,1962
1962-02-26,14774.96419,7637.510169,13612.40426,15406.39102,1962
1962-02-27,15425.10781,7562.643005,13587.68397,15443.8246,1962
1962-02-28,16074.89829,7487.422694,13562.61054,15481.25819,1962
1962-03-01,16709.8566,7429.859733,13679.85534,15742.58697,1962
1962-03-02,17329.98273,7389.954122,13940.12468,16227.4578,1962
1962-03-03,17950.10886,7350.048511,14200.04087,16712.68178,1962
1962-03-04,18569.88185,7310.1429,14459.95706,17197.55261,1962
1962-03-05,19190.00798,7269.884142,14719.87325,17682.42344,1962
1962-03-06,19250.04297,7209.849152,14719.87325,17597.66816,1962
1962-03-07,18749.98682,7130.03793,14459.95706,16942.58047,1962
1962-03-08,18249.93067,7049.873561,14200.04087,16287.49279,1962
1962-03-09,17749.87451,6970.062339,13940.12468,15632.4051,1962
1962-03-10,17250.17151,6889.89797,13679.85534,14977.67056,1962
1962-03-11,16829.92658,6787.48534,13410.05103,14360.01646,1962
1962-03-12,16489.84602,6662.471302,13130.00546,13780.14909,1962
1962-03-13,16150.1186,6537.457264,12849.95989,13199.92857,1962
1962-03-14,15810.03804,6412.443226,12569.91432,12620.06119,1962
1962-03-15,15469.95748,6287.429188,12289.86875,12039.84067,1962
1962-03-16,15370.01688,6272.597014,12309.99813,11879.86508,1962
1962-03-17,15509.86309,6367.593557,12629.94931,12140.13442,1962
1962-03-18,15650.06245,6462.5901,12949.90049,12400.05061,1962
1962-03-19,15789.90866,6557.586643,13269.85167,12659.9668,1962
1962-03-20,15930.10802,6652.583186,13590.156,12919.883,1962
1962-03-21,15965.77587,6449.876808,13709.16654,12963.67322,1962
1962-03-22,15897.6185,5950.173803,13627.23644,12790.98434,1962
1962-03-23,15829.46113,5450.117651,13545.30633,12618.29546,1962
1962-03-24,15761.30376,4950.061499,13463.72938,12445.60657,1962
1962-03-25,15693.14639,4450.005347,13381.79927,12272.56454,1962
1962-03-26,15668.07295,4218.340915,13418.17341,12208.99808,1962
1962-03-27,15902.20941,5595.614215,14163.66673,12800.16616,1962
1962-03-28,16179.42981,7240.926088,15027.11114,13500.10352,1962
1962-03-29,16457.00335,8886.237961,15890.90871,14200.04087,1962
1962-03-30,16734.22374,10531.90298,16754.70627,14899.97822,1962
1962-03-31,17011.44414,12177.21485,17618.15068,15599.91558,1962
1962-04-01,17257.5876,13950.01279,18287.36425,16307.62217,1962
1962-04-02,17472.65412,15849.94365,18762.34696,17022.39169,1962
1962-04-03,17687.3675,17749.87451,19237.68283,17737.51437,1962
1962-04-04,17902.43402,19650.15852,19712.66554,18452.63704,1962
1962-04-05,18117.50054,21550.08938,20187.64826,19167.40657,1962
1962-04-06,18322.67895,22090.05114,21092.41087,19512.43119,1962
1962-04-07,18517.61609,21270.04381,22427.65968,19487.35775,1962
1962-04-08,18712.55324,20450.03648,23762.55534,19462.63746,1962
1962-04-09,18907.49038,19630.02914,25097.451,19437.56403,1962
1962-04-10,19102.42752,18810.02181,26432.6998,19412.49059,1962
1962-04-11,18985.18272,17804.96545,27680.01501,19275.11641,1962
1962-04-12,18555.04967,16614.86006,28840.1029,19025.08833,1962
1962-04-13,18124.91663,15425.10781,30000.1908,18775.06026,1962
1962-04-14,17695.13673,14235.00242,31159.92555,18525.03218,1962
1962-04-15,17265.00368,13044.89703,32320.01344,18275.0041,1962
1962-04-16,18094.89913,13954.95685,33399.93697,18844.98336,1962
1962-04-17,20185.17623,16965.18188,34400.04927,20234.96995,1962
1962-04-18,22275.10017,19975.05376,35400.16157,21624.95655,1962
1962-04-19,24365.02412,22984.92564,36399.92073,23014.94314,1962
1962-04-20,26454.94806,25995.15067,37400.03304,24404.92973,1962
1962-04-21,28590.07483,29082.36174,38767.41822,25949.94785,1962
1962-04-22,30770.05126,32247.61831,40502.42943,27649.99751,1962
1962-04-23,32950.02769,35412.52172,42237.44064,29350.04717,1962
1962-04-24,35130.00412,38577.42513,43972.45185,31050.09683,1962
1962-04-25,37309.98055,41742.68169,45707.46306,32750.14649,1962
1962-04-26,38050.17666,42497.70998,46052.48768,33010.06268,1962
1962-04-27,37349.88616,40842.50999,45007.52571,31830.19855,1962
1962-04-28,36649.94881,39187.66315,43962.56374,30649.98128,1962
1962-04-29,35950.01145,37532.46316,42917.60176,29470.11715,1962
1962-04-30,35250.0741,35877.61632,41872.63979,28289.89988,1962
1962-05-01,34877.50401,34797.69279,41217.55211,27420.09882,1962
1962-05-02,34832.65435,34292.69258,40952.69186,26860.00767,1962
1962-05-03,34787.45153,33787.69237,40687.47846,26299.91653,1962
1962-05-04,34742.60186,33282.69216,40422.61821,25740.17854,1962
1962-05-05,34697.39904,32777.69195,40157.40481,25180.08739,1962
1962-05-06,34782.50747,32382.52046,39722.68085,24819.87745,1962
1962-05-07,34997.57399,32097.53083,39117.3869,24659.90186,1962
1962-05-08,35212.64052,31812.5412,38512.44609,24499.92627,1962
1962-05-09,35427.70704,31527.55157,37907.50527,24339.95068,1962
1962-05-10,35642.42042,31242.56194,37302.56446,24179.97509,1962
1962-05-11,35315.05315,30719.90438,36572.60961,23735.00987,1962
1962-05-12,34444.89894,29959.93204,35717.64073,23005.05502,1962
1962-05-13,33575.09788,29199.9597,34862.67184,22275.10017,1962
1962-05-14,32704.94367,28439.98735,34007.70295,21545.14532,1962
1962-05-15,31835.14261,27680.01501,33152.38092,20815.19047,1962
