Date,indus_at_tarbela (cfs),kabul_at_nowshera (cfs),jhelum_at_mangal (cfs),cheanab_at_marala (cfs),Year
1996-03-25,31390.88368,23766.08681,55747.78542,28275.0677,1996
1996-03-26,30245.62796,23858.96447,55295.40411,27713.56397,1996
1996-03-27,30572.64208,23556.67064,55266.09291,27084.25602,1996
1996-03-28,31145.44652,23188.69146,55306.70482,26443.29421,1996
1996-03-29,31718.25095,22820.35914,55347.66987,25802.33241,1996
1996-03-30,32291.05539,22452.37997,55388.63492,25161.3706,1996
1996-03-31,32863.50667,22084.04765,55429.59997,24520.4088,1996
1996-04-01,33114.94734,21504.88657,55347.66987,23552.43287,1996
1996-04-02,33045.02423,20714.89673,55142.49146,22257.44282,1996
1996-04-03,32975.10113,19924.90689,54937.6662,20962.45277,1996
1996-04-04,32905.17802,19134.91705,54732.4878,19667.46272,1996
1996-04-05,32834.90177,18344.92721,54527.66254,18372.47268,1996
1996-04-06,33084.92984,18615.08466,54512.47721,18307.49363,1996
1996-04-07,33654.9091,19945.03627,54687.63813,19472.52558,1996
1996-04-08,34224.88836,21274.98787,54862.44589,20637.55753,1996
1996-04-09,34794.86762,22604.93947,55037.6068,21802.58949,1996
1996-04-10,35365.20002,23934.89107,55212.41457,22967.62144,1996
1996-04-11,35527.64764,24847.42292,55119.89005,23667.55879,1996
1996-04-12,35282.56362,25342.53501,54760.03326,23902.40155,1996
1996-04-13,35037.47961,25837.64711,54400.17647,24137.59745,1996
1996-04-14,34792.39559,26332.40606,54039.96653,24372.44021,1996
1996-04-15,34547.66472,26827.51815,53680.10974,24607.63611,1996
1996-04-16,35612.40292,27932.51511,54199.94212,25472.49311,1996
1996-04-17,37987.66964,29647.39694,55600.16997,26967.36436,1996
1996-04-18,40362.58322,31362.63192,57000.04468,28462.58876,1996
1996-04-19,42737.49679,33077.51376,58399.91939,29957.46001,1996
1996-04-20,45112.41037,34792.39559,59800.14725,31452.68441,1996
1996-04-21,47552.65614,36822.63769,61182.71775,33062.68158,1996
1996-04-22,50057.52781,39167.53377,62547.63091,34787.45153,1996
1996-04-23,52562.39948,41512.42985,63912.54406,36512.57462,1996
1996-04-24,55067.6243,43857.67908,65277.45722,38237.69772,1996
1996-04-25,57572.49597,46202.57516,66642.72352,39962.46767,1996
1996-04-26,58507.62923,46677.55787,67197.51745,40597.42597,1996
1996-04-27,57872.67092,45282.62722,66942.54532,40142.57264,1996
1996-04-28,57237.71261,43887.69657,66687.57319,39687.36615,1996
1996-04-29,56602.40116,42492.41278,66432.60105,39232.51282,1996
1996-04-30,55967.44285,41097.48213,66177.62892,38777.65948,1996
1996-05-01,55837.48476,40232.62512,66332.66045,38722.56855,1996
1996-05-02,56212.52687,39897.48862,66897.69565,39067.59317,1996
1996-05-03,56587.56899,39562.70526,67462.73085,39412.61779,1996
1996-05-04,56962.6111,39227.56876,68027.4129,39757.64241,1996
1996-05-05,57337.65321,38892.43226,68592.4481,40102.66703,1996
1996-05-06,57262.4329,38307.62083,68327.58785,39937.39423,1996
1996-05-07,56737.65646,37472.42817,67232.47901,39262.53031,1996
1996-05-08,56212.52687,36637.58866,66137.72331,38587.6664,1996
1996-05-09,55687.39728,35802.39601,65042.61446,37912.44933,1996
1996-05-10,55162.62084,34967.5565,63947.50561,37237.58542,1996
1996-05-11,53925.19375,33455.0279,62360.10985,36382.61653,1996
1996-05-12,51975.11602,31265.16335,60280.07402,35347.54267,1996
1996-05-13,50025.03829,29074.94566,58200.03819,34312.46881,1996
1996-05-14,48074.96055,26885.08111,56120.00236,33277.39496,1996
1996-05-15,46124.88282,24694.86342,54039.96653,32242.67425,1996
1996-05-16,47474.9638,25465.07702,54760.03326,32437.61139,1996
1996-05-17,52125.20349,29195.01564,58280.20256,33862.55954,1996
1996-05-18,56775.09004,32924.95425,61800.01871,35287.50768,1996
1996-05-19,61424.97659,36654.89287,65320.188,36712.45583,1996
1996-05-20,66075.21629,40385.18463,68840.00415,38137.40397,1996
1996-05-21,68970.66854,43672.63005,71788.7816,39159.05824,1996
1996-05-22,70111.33335,46518.28858,74165.81406,39777.41864,1996
1996-05-23,71252.35131,49363.59395,76543.19966,40395.42589,1996
1996-05-24,72393.36927,52209.25248,78920.58527,41013.78629,1996
1996-05-25,73534.03408,55054.55786,81297.97087,41631.79354,1996
1996-05-26,75468.22019,57500.10083,83450.04869,42309.12948,1996
1996-05-27,82161.41529,57545.6568,84252.39867,43341.02502,1996
1996-05-28,89647.77854,57191.09721,84829.79402,44431.8961,1996
1996-05-29,97134.14179,56836.53762,85406.83622,45522.76718,1996
1996-05-30,104620.505,56481.97803,85984.23156,46613.63827,1996
1996-05-31,112106.8683,56127.41845,86561.27376,47704.50935,1996
1996-06-01,117970.1679,55304.93908,87457.56084,48125.10743,1996
1996-06-02,122210.0508,54014.89309,88672.73967,47875.07935,1996
1996-06-03,126450.2868,52725.20025,89887.56535,47625.05127,1996
1996-06-04,130690.1697,51435.15426,91102.74418,47375.0232,1996
1996-06-05,134930.0526,50145.10827,92317.56986,47124.99512,1996
1996-06-06,143670.0877,52415.13718,93362.53183,49515.09402,1996
1996-06-07,156910.275,58244.88786,94237.6301,54544.96674,1996
1996-06-08,170150.1092,64074.99168,95112.72836,59575.19261,1996
1996-06-09,183390.2965,69905.0955,95987.47348,64605.06533,1996
1996-06-10,196630.1307,75735.19933,96862.57175,69634.93805,1996
1996-06-11,211255.3606,82259.9433,97219.95651,74142.50636,1996
1996-06-12,227265.2798,89480.03371,97059.98092,78127.4171,1996
1996-06-13,243275.1991,96700.12413,96900.00533,82112.681,1996
1996-06-14,259285.1183,103920.2145,96740.02974,86097.59175,1996
1996-06-15,275295.3907,111139.9518,96580.05415,90082.5025,1996
1996-06-16,281265.3407,112019.9941,98660.08998,93517.56336,1996
1996-06-17,277195.3216,106559.9884,102980.1372,96402.42121,1996
1996-06-18,273125.3024,101099.9826,107300.1845,99287.6322,1996
1996-06-19,269055.2832,95639.97683,111620.2317,102172.49,1996
1996-06-20,264985.264,90179.97107,115940.279,105057.701,1996
1996-06-21,263850.2496,86007.53926,121200.0504,109907.4688,1996
1996-06-22,265650.2398,83122.68142,127400.2523,116722.4996,1996
1996-06-23,267450.2301,80237.47043,133600.101,123537.5304,1996
1996-06-24,269250.2204,77352.61259,139800.3029,130352.5612,1996
1996-06-25,271050.2106,74467.4016,146000.1516,137167.592,1996
1996-06-26,271150.1512,72772.64914,146200.0328,136672.4799,1996
1996-06-27,269550.3953,72267.64893,140400.2996,128867.5781,1996
1996-06-28,267950.2863,71762.64872,134600.2133,121062.6762,1996
1996-06-29,266350.1772,71257.64851,128800.127,113257.7744,1996
1996-06-30,264750.4213,70752.6483,123000.0407,105452.5194,1996
1996-07-01,263082.8611,69807.62693,118625.2556,98134.96039,1996
1996-07-02,261347.8499,68422.5844,115675.0656,91305.09741,1996
1996-07-03,259612.8387,67037.54186,112725.2287,84475.23443,1996
1996-07-04,257877.8275,65652.49933,109775.0387,77645.0183,1996
1996-07-05,256142.8163,64267.4568,106825.2018,70815.15532,1996
1996-07-06,256377.6591,63452.39352,104175.1867,69345.00436,1996
1996-07-07,258582.7089,63207.66265,101824.9934,73234.91857,1996
1996-07-08,260787.7588,62962.57863,99475.15325,77125.18592,1996
1996-07-09,262992.8087,62717.49461,97124.95997,81015.10012,1996
1996-07-10,265197.8585,62472.41059,94775.11983,84905.01433,1996
1996-07-11,268200.3143,62402.48749,92122.63271,87757.73579,1996
1996-07-12,272000.176,62507.72529,89167.49862,89572.55823,1996
1996-07-13,275800.3909,62612.60995,86212.71767,91387.73381,1996
1996-07-14,279600.2526,62717.49461,83257.58357,93202.55624,1996
1996-07-15,283400.1144,62822.73242,80302.44948,95017.73182,1996
1996-07-16,282040.1453,61657.70047,78257.72835,95622.67263,1996
1996-07-17,275520.3453,59222.39875,77122.71389,95017.73182,1996
1996-07-18,269000.1923,56787.45019,75987.69943,94412.43786,1996
1996-07-19,262480.3924,54352.50162,74852.68497,93807.49705,1996
1996-07-20,255960.2393,51917.55306,73717.67051,93202.55624,1996
1996-07-21,247529.9141,49070.48194,72127.44957,92191.14323,1996
1996-07-22,237188.7105,45811.28828,70082.02215,90772.90488,1996
1996-07-23,226847.8601,42552.44777,68036.59473,89354.66653,1996
1996-07-24,216507.0096,39293.2541,65990.81416,87936.42818,1996
1996-07-25,206166.1592,36034.06044,63945.38673,86518.18982,1996
1996-07-26,199204.5723,33586.39858,62200.13426,85809.07065,1996
1996-07-27,212520.6863,36006.86812,62254.5189,89354.66653,1996
1996-07-28,229216.0638,39238.51632,62609.07848,93609.02844,1996
1996-07-29,245911.4414,42470.51766,62963.63807,97863.74349,1996
1996-07-30,262607.1721,45702.16586,63318.19766,102118.4585,1996
1996-07-31,279302.5497,48934.1672,63672.75725,106372.8205,1996
1996-08-01,296357.7841,51989.94819,63552.68727,110575.2698,1996
1996-08-02,313772.8752,54870.21513,62957.63457,114725.1002,1996
1996-08-03,331187.9664,57750.12891,62362.58188,118875.2837,1996
1996-08-04,348602.7044,60630.0427,61767.52918,123025.1141,1996
1996-08-05,366017.7956,63509.95648,61172.47649,127174.9445,1996
1996-08-06,370462.8569,64169.98822,61227.56742,129265.2216,1996
1996-08-07,361937.8883,62610.13792,61932.44883,129295.2391,1996
1996-08-08,353412.9197,61049.93448,62637.68339,129325.2566,1996
1996-08-09,344887.9511,59490.08418,63342.5648,129355.2741,1996
1996-08-10,336362.6294,57930.23388,64047.44621,129385.2916,1996
1996-08-11,334372.646,57317.52384,65077.57601,128542.6828,1996
1996-08-12,338917.6479,57652.66034,66432.60105,126827.4478,1996
1996-08-13,343462.6498,57987.44369,67787.62609,125112.566,1996
1996-08-14,348007.6517,58322.5802,69142.65113,123397.6842,1996
1996-08-15,352552.6536,58657.7167,70497.67617,121682.4492,1996
1996-08-16,343927.7444,57422.40849,69902.62347,125517.6256,1996
1996-08-17,322132.9242,54617.71502,67357.49305,134902.5071,1996
1996-08-18,300337.7508,51812.6684,64812.71576,144287.7418,1996
1996-08-19,278542.5774,49007.62178,62267.58533,153672.6233,1996
1996-08-20,256747.7571,46202.57516,59722.45491,163057.5049,1996
1996-08-21,236241.2171,43627.42723,57515.99245,175286.6323,1996
1996-08-22,217022.9574,41281.82486,55647.84482,190359.2994,1996
1996-08-23,197804.6976,38936.57563,53779.69719,205431.9665,1996
1996-08-24,178586.4379,36590.97326,51911.54956,220504.6337,1996
1996-08-25,159368.1782,34245.37088,50043.40193,235577.6539,1996
1996-08-26,142845.4895,32154.74064,48395.61803,246118.3856,1996
1996-08-27,142495.5208,31590.76489,48070.36964,229468.564,1996
1996-08-28,144841.1232,31281.76126,47965.83813,208286.4537,1996
1996-08-29,147186.3724,30972.75764,47861.30662,187104.6967,1996
1996-08-30,149531.9748,30663.75401,47756.7751,165922.9396,1996
1996-08-31,151877.5771,30354.75039,47652.24359,144741.1826,1996
1996-09-01,150977.7586,29595.13119,47550.18411,124492.793,1996
1996-09-02,146832.5191,28384.89642,47449.89036,105177.771,1996
1996-09-03,142687.6328,27175.0148,47349.94976,85862.74899,1996
1996-09-04,138542.7464,25965.13318,47250.00916,66547.72697,1996
1996-09-05,134397.5069,24754.89841,47150.06856,47232.70496,1996
1996-09-06,131842.4884,24165.14292,46050.01565,39887.6005,1996
1996-09-07,130877.6908,24195.16041,43950.20359,44512.41362,1996
1996-09-08,129912.54,24225.17791,41850.03838,49137.57987,1996
1996-09-09,128947.7424,24255.1954,39749.87317,53762.39299,1996
1996-09-10,127982.5917,24284.85975,37650.06111,58387.55925,1996
1996-09-11,126895.2521,24130.18136,35625.11621,60132.45857,1996
1996-09-12,125685.0173,23790.1008,33675.03848,58997.44411,1996
1996-09-13,124475.1357,23450.02024,31724.96075,57862.42966,1996
1996-09-14,123265.2541,23109.93968,29774.88301,56727.4152,1996
1996-09-15,122055.0193,22769.85912,27825.15842,55592.40074,1996
1996-09-16,119745.0848,22549.84854,26575.01804,54007.477,1996
1996-09-17,116335.0973,22449.90794,26025.16817,51972.64399,1996
1996-09-18,112925.1099,22349.96734,25474.96514,49937.45783,1996
1996-09-19,109515.1225,22250.02674,24925.11526,47902.62482,1996
1996-09-20,106105.135,22150.08613,24374.91223,45867.43865,1996
1996-09-21,102812.7456,22017.65601,23297.46074,43582.57756,1996
1996-09-22,99637.60087,21852.38321,21692.40762,41047.6884,1996
1996-09-23,96462.4562,21687.46356,20087.35451,38512.44609,1996
1996-09-24,93287.66467,21522.54392,18482.65454,35977.55692,1996
1996-09-25,90112.51999,21357.62427,16877.60142,33442.66775,1996
1996-09-26,87567.74271,21202.59273,16682.66428,32357.44702,1996
1996-09-27,85652.62653,21057.44932,17897.48996,32722.60102,1996
1996-09-28,83737.51035,20912.65905,19112.66879,33087.40187,1996
1996-09-29,81822.74731,20767.51563,20327.49447,33452.55587,1996
1996-09-30,79907.63113,20622.37221,21542.67329,33817.35672,1996
1996-10-01,77915.17576,20602.59598,22720.06539,34110.11558,1996
1996-10-02,75845.02804,20707.48064,23860.02391,34330.12616,1996
1996-10-03,73775.23348,20812.3653,24999.98242,34550.13675,1996
1996-10-04,71705.08576,20917.6031,26139.94094,34770.14733,1996
1996-10-05,69634.93805,21022.48776,27279.89946,34990.15791,1996
1996-10-06,67245.1923,20617.42815,27160.18262,34050.08059,1996
1996-10-07,64535.14222,19702.42428,25780.08415,31949.91538,1996
1996-10-08,61825.09214,18787.4204,24399.98567,29850.10332,1996
1996-10-09,59115.04207,17872.41652,23019.8872,27749.93811,1996
1996-10-10,56404.99199,16957.41265,21640.14187,25650.12605,1996
1996-10-11,53332.61309,15967.54161,20422.49101,23502.63914,1996
1996-10-12,49897.55222,14902.45025,19367.64092,21307.47739,1996
1996-10-13,46462.49135,13837.3589,18312.43769,19112.66879,1996
1996-10-14,43027.43048,12772.6207,17257.5876,16917.50704,1996
1996-10-15,39592.36961,11707.52934,16202.38436,14722.34528,1996
1996-10-16,37927.63465,11452.55721,15757.41914,13877.61766,1996
1996-10-17,38032.51931,12007.35115,15922.69194,14382.61787,1996
1996-10-18,38137.40397,12562.49823,16087.61159,14887.61808,1996
1996-10-19,38242.64178,13117.64532,16252.53123,15392.61829,1996
1996-10-20,38347.52644,13672.43925,16417.45088,15897.6185,1996
1996-10-21,37986.25706,14170.37652,16490.90546,16104.56264,1996
1996-10-22,37159.18678,14611.45713,16472.89496,16013.80386,1996
1996-10-23,36331.76336,15052.18458,16454.53132,15922.69194,1996
1996-10-24,35504.69309,15493.26518,16436.52082,15831.93316,1996
1996-10-25,34677.26967,15933.99264,16418.15718,15740.82123,1996
1996-10-26,33909.17494,16222.86689,16345.4089,15618.27922,1996
1996-10-27,33495.6398,15597.7967,15945.29334,15304.68469,1996
1996-10-28,33141.08022,14820.52015,15490.79316,14958.95377,1996
1996-10-29,32786.52063,14043.2436,15036.29297,14613.57601,1996
1996-10-30,32431.96104,13265.96706,14581.79278,14268.19824,1996
1996-10-31,32077.40145,12488.69051,14127.29259,13922.82048,1996
1996-11-01,31550.15298,11725.18669,13672.43925,13567.55459,1996
1996-11-02,30849.86248,10975.10247,13217.58592,13202.4006,1996
1996-11-03,30149.92513,10225.01824,12762.37943,12837.59974,1996
1996-11-04,29449.98777,9474.93401,12307.5261,12472.44575,1996
1996-11-05,28750.05042,8724.849782,11852.67276,12107.6449,1996
1996-11-06,28409.96986,8434.916095,11547.55375,11852.67276,1996
1996-11-07,28430.09924,8605.132949,11392.52222,11707.52934,1996
1996-11-08,28449.87547,8774.996656,11237.49069,11562.38593,1996
1996-11-09,28470.00485,8944.860363,11082.45915,11417.59566,1996
1996-11-10,28490.13423,9115.077217,10927.42762,11272.45224,1996
1996-11-11,28479.89296,9147.566741,10700.00095,11059.85775,1996
1996-11-12,28439.98735,9042.682082,10400.17915,10780.16532,1996
1996-11-13,28400.08174,8937.444276,10100.0042,10500.11975,1996
1996-11-14,28360.17613,8832.559617,9800.182397,10220.07418,1996
1996-11-15,28319.91737,8727.674958,9500.007447,9940.028609,1996
1996-11-16,28039.8718,8712.489637,9340.031856,9819.958629,1996
1996-11-17,27520.03942,8787.356801,9319.902477,9859.86424,1996
1996-11-18,26999.85389,8862.577112,9300.126245,9900.122998,1996
1996-11-19,26480.0215,8937.444276,9279.996866,9940.028609,1996
1996-11-20,25960.18912,9012.664587,9259.867487,9979.93422,1996
1996-11-21,25395.15392,9080.115664,9172.640178,9987.350307,1996
1996-11-22,24784.9159,9140.150654,9017.608645,9962.630017,1996
1996-11-23,24175.03103,9199.832497,8862.577112,9937.55658,1996
1996-11-24,23565.14616,9259.867487,8707.545579,9912.483143,1996
1996-11-25,22954.90815,9319.902477,8552.514046,9887.409706,1996
1996-11-26,22764.91506,9319.902477,8527.440609,9832.671921,1996
1996-11-27,22995.16691,9259.867487,8632.678415,9747.563494,1996
1996-11-28,23225.0656,9199.832497,8737.563074,9662.455067,1996
1996-11-29,23454.9643,9140.150654,8842.447733,9577.34664,1996
1996-11-30,23684.863,9080.115664,8947.332392,9492.59136,1996
1996-12-01,23932.41904,9032.440819,9099.891896,9412.426991,1996
1996-12-02,24197.63244,8997.479266,9300.126245,9337.559827,1996
1996-12-03,24462.49269,8962.517713,9500.007447,9262.339516,1996
1996-12-04,24727.35294,8927.55616,9699.888649,9187.472352,1996
1996-12-05,24992.56634,8892.594607,9900.122998,9112.605188,1996
1996-12-06,24767.6117,8867.52117,9780.053018,9047.62614,1996
1996-12-07,24052.48902,8852.335849,9340.031856,8992.535208,1996
1996-12-08,23337.36635,8837.503675,8900.010694,8937.444276,1996
1996-12-09,22622.59682,8822.671501,8459.989532,8882.353344,1996
1996-12-10,21907.47415,8807.48618,8019.96837,8827.615559,1996
1996-12-11,21182.46335,8757.339306,7572.531121,8779.940714,1996
1996-12-12,20447.56445,8672.584026,7117.677785,8740.035103,1996
1996-12-13,19712.66554,8587.475599,6662.471302,8700.129492,1996
1996-12-14,18977.41349,8502.367172,6207.617966,8659.870734,1996
1996-12-15,18242.51458,8417.611892,5752.411483,8619.965123,1996
1996-12-16,18037.68932,8462.461561,5647.526824,8540.153901,1996
1996-12-17,18362.58456,8637.622473,5892.610842,8420.083921,1996
1996-12-18,18687.4798,8812.430238,6137.341713,8300.013941,1996
1996-12-19,19012.37504,8987.59115,6382.425731,8179.943961,1996
1996-12-20,19337.62343,9162.398915,6627.509749,8059.873981,1996
1996-12-21,19597.89277,9316.01786,6799.845485,7936.272531,1996
1996-12-22,19793.18306,9447.741691,6900.139233,7809.139611,1996
1996-12-23,19988.82649,9579.465522,7000.079834,7681.653544,1996
1996-12-24,20184.11679,9711.5425,7100.020435,7554.520624,1996
1996-12-25,20379.40708,9843.266331,7199.961036,7427.387704,1996
1996-12-26,20504.42111,9959.098547,7281.89114,7318.265281,1996
1996-12-27,20206.71819,9979.581073,7254.698821,7318.265281,1996
1996-12-28,19838.73902,9984.171984,7209.142858,7336.275778,1996
1996-12-29,19470.4067,9988.762895,7163.586895,7354.639422,1996
1996-12-30,19102.42752,9993.353806,7118.030932,7372.649919,1996
1996-12-31,18734.0952,9997.59157,7072.828116,7391.013563,1996
1997-01-01,18402.49017,10030.08109,7055.170766,7370.17789,1997
1997-01-02,18107.61243,10090.11608,7065.058882,7310.1429,1997
1997-01-03,17812.38153,10150.15107,7074.946998,7250.10791,1997
1997-01-04,17517.50379,10209.83292,7084.835114,7190.07292,1997
1997-01-05,17222.62604,10269.86791,7095.076377,7130.03793,1997
1997-01-06,17017.44764,10289.99729,7065.058882,7150.167309,1997
1997-01-07,16902.67486,10269.86791,6995.135776,7250.10791,1997
1997-01-08,16787.54894,10250.09168,6924.859523,7350.048511,1997
1997-01-09,16672.42302,10229.9623,6854.936417,7449.989112,1997
1997-01-10,16557.65024,10209.83292,6785.013311,7549.929713,1997
1997-01-11,16345.05575,10204.88886,6710.146147,7530.153481,1997
1997-01-12,16034.99268,10215.13012,6629.981778,7389.954122,1997
1997-01-13,15724.92962,10225.01824,6550.170556,7250.10791,1997
1997-01-14,15414.86655,10234.90635,6470.006187,7109.908551,1997
1997-01-15,15105.15663,10245.14762,6389.841818,6970.062339,1997
1997-01-16,15094.91537,10234.90635,6370.065586,7229.978531,1997
1997-01-17,15384.84906,10204.88886,6409.971197,7890.010274,1997
1997-01-18,15675.13589,10174.87136,6449.876808,8550.042017,1997
1997-01-19,15965.06958,10144.85387,6490.135566,9210.07376,1997
1997-01-20,16255.00326,10114.83637,6530.041177,9870.105503,1997
1997-01-21,16511.38799,10079.52167,6547.698527,10611.36106,1997
1997-01-22,16734.22374,10038.55662,6543.107616,11434.19357,1997
1997-01-23,16956.70635,9997.59157,6538.516705,12256.67293,1997
1997-01-24,17179.54211,9956.979665,6533.925794,13079.50544,1997
1997-01-25,17402.37787,9916.014613,6529.68803,13902.33795,1997
1997-01-26,17577.18563,9886.350265,6531.806912,14522.81723,1997
1997-01-27,17465.94433,9924.843288,6574.890846,13929.53027,1997
1997-01-28,17306.67503,9974.990162,6625.03772,13134.24322,1997
1997-01-29,17147.75888,10025.13704,6674.831447,12338.60303,1997
1997-01-30,16988.48958,10074.93076,6724.978321,11543.31599,1997
1997-01-31,16829.57343,10125.07764,6775.125195,10747.6758,1997
1997-02-01,16692.5524,10217.60215,6854.936417,10005.00766,1997
1997-02-02,16577.42647,10352.50431,6965.118281,9314.958419,1997
1997-02-03,16462.6537,10487.40646,7074.946998,8624.909181,1997
1997-02-04,16347.52778,10622.66176,7185.128862,7934.859943,1997
1997-02-05,16232.40186,10757.56391,7294.957579,7245.163852,1997
1997-02-06,16207.68157,10682.3436,7264.940084,7074.946998,1997
1997-02-07,16272.66061,10397.35397,7095.076377,7424.915675,1997
1997-02-08,16337.63966,10112.36435,6924.859523,7774.884352,1997
1997-02-09,16402.61871,9827.374716,6754.995816,8124.853029,1997
1997-02-10,16467.59776,9542.385087,6585.132109,8475.174853,1997
1997-02-11,16587.66774,9330.14374,6405.027139,8735.091045,1997
1997-02-12,16762.4755,9189.944381,6215.034053,8904.954752,1997
1997-02-13,16937.63641,9050.098169,6025.040967,9075.171606,1997
1997-02-14,17112.44418,8909.89881,5835.047881,9245.035313,1997
1997-02-15,17287.60509,8770.052598,5645.054795,9414.89902,1997
1997-02-16,17152.34979,8550.042017,5635.166679,9425.140283,1997
1997-02-17,16707.38457,8249.867067,5805.030386,9275.052808,1997
1997-02-18,16262.41935,7950.045264,5974.894093,9124.965333,1997
1997-02-19,15817.45413,7649.870314,6145.110947,8974.877858,1997
1997-02-20,15372.48891,7350.048511,6314.974654,8825.14353,1997
1997-02-21,14727.99564,6937.572815,6362.649499,8634.44415,1997
1997-02-22,13884.32745,6412.443226,6287.429188,8403.132865,1997
1997-02-23,13040.65927,5887.666784,6212.562024,8171.82158,1997
1997-02-24,12196.99109,5362.537195,6137.341713,7940.510295,1997
1997-02-25,12315.64848,5237.523157,6412.443226,7997.013815,1997
1997-02-26,13396.98459,5512.62467,7037.513416,8340.625846,1997
1997-02-27,14477.96756,5787.373036,7662.583606,8684.237877,1997
1997-02-28,15559.30367,6062.474549,8287.653796,9028.203055,1997
1997-03-01,16442.52432,6182.544529,8682.472142,9282.468895,1997
1997-03-02,17127.6295,6147.582976,8847.391791,9447.388544,1997
1997-03-03,17812.38153,6112.621423,9012.664587,9612.66134,1997
1997-03-04,18497.48671,6077.65987,9177.584236,9777.580989,1997
1997-03-05,19182.59189,6042.34517,9342.503885,9942.500638,1997
1997-03-06,19457.69341,6197.376703,9897.650969,10097.53217,1997
1997-03-07,19322.43811,6542.401322,10842.67234,10242.67559,1997
1997-03-08,19187.53595,6887.425941,11787.34057,10387.46586,1997
1997-03-09,19052.6338,7232.45056,12732.36194,10532.60928,1997
1997-03-10,18917.3785,7577.475179,13677.38331,10677.39955,1997
1997-03-11,18735.15464,7892.482303,14554.95361,10614.89253,1997
1997-03-12,18504.9028,8177.471932,15365.07282,10345.08822,1997
1997-03-13,18275.0041,8462.461561,16174.83889,10074.93076,1997
1997-03-14,18045.10541,8747.45119,16984.95811,9805.126455,1997
1997-03-15,17814.85356,9032.440819,17795.07733,9534.969,1997
1997-03-16,18184.95162,9247.507342,18485.12657,10104.94826,1997
1997-03-17,19155.04643,9392.650759,19055.10583,11515.06423,1997
1997-03-18,20125.14124,9537.441029,19625.08508,12925.1802,1997
1997-03-19,21094.8829,9682.584446,20195.06434,14334.94302,1997
1997-03-20,22064.97771,9827.374716,20765.0436,15745.059,1997
1997-03-21,23047.78581,9686.469063,21261.21514,16929.51403,1997
1997-03-22,24043.3072,9259.161193,21684.28524,17888.66129,1997
1997-03-23,25038.82859,8831.853323,22107.0022,18847.80854,1997
1997-03-24,26033.99684,8404.545453,22529.71916,19806.95579,1997
1997-03-25,27029.51823,7977.237583,22952.43612,20766.10304,1997
1997-03-26,27831.86822,7845.513752,23450.02024,21695.58595,1997
1997-03-27,27475.18975,9486.234714,24397.86679,22447.78906,1997
1997-03-28,26924.98672,11422.89286,25420.5805,23170.32782,1997
1997-03-29,26375.13684,13359.19786,26443.29421,23893.21973,1997
1997-03-30,25824.93382,15295.50286,27466.00793,24615.75849,1997
1997-03-31,25275.08394,17231.80787,28488.72164,25338.6504,1997
1997-04-01,24599.86687,19039.92051,29482.4773,26435.17183,1997
1997-04-02,23799.98892,20720.19393,30447.62805,27904.96965,1997
1997-04-03,23000.11096,22400.11421,31412.42565,29375.12061,1997
1997-04-04,22199.87986,24080.03449,32377.5764,30844.91842,1997
1997-04-05,21400.00191,25759.95477,33342.37401,32315.06938,1997
1997-04-06,21840.02307,27040.11264,34297.63664,32565.09746,1997
1997-04-07,23519.94335,27920.15497,35242.65801,31595.00265,1997
1997-04-08,25199.86363,28800.19729,36187.67938,30624.90784,1997
1997-04-09,26880.13705,29679.88647,37132.70076,29655.16618,1997
1997-04-10,28560.05733,30559.92879,38077.36898,28685.07137,1997
1997-04-11,30084.94608,31737.67404,39054.87988,27939.9312,1997
1997-04-12,31455.15644,33212.41591,40064.8803,27420.09882,1997
1997-04-13,32825.01365,34687.51093,41074.88072,26899.91328,1997
1997-04-14,34194.87086,36162.60595,42084.88114,26380.0809,1997
1997-04-15,35565.08122,37637.70097,43094.88156,25859.89537,1997
1997-04-16,36315.16545,38322.453,43985.16514,25660.01417,1997
1997-04-17,36445.12355,38217.56834,44755.0256,25780.08415,1997
1997-04-18,36575.08164,38112.68368,45524.88606,25900.15413,1997
1997-04-19,36705.03974,38007.44588,46295.09967,26019.87096,1997
1997-04-20,36834.99784,37902.56122,47064.96013,26139.94094,1997
1997-04-21,36709.9838,37624.98767,48020.22277,26065.07378,1997
1997-04-22,36329.99763,37175.0784,49160.18128,25794.91632,1997
1997-04-23,35950.01145,36725.16912,50300.1398,25525.11201,1997
1997-04-24,35570.02528,36274.90669,51440.09831,25254.95456,1997
1997-04-25,35190.03911,35824.99742,52580.05683,24985.15025,1997
1997-04-26,36450.06761,36855.12721,53099.88921,25175.14334,1997
1997-04-27,39350.11077,39364.94294,52999.94861,25824.93382,1997
1997-04-28,42250.15393,41875.11182,52900.00801,26475.07744,1997
1997-04-29,45150.1971,44384.92755,52800.06741,27124.86792,1997
1997-04-30,48049.88711,46895.09642,52700.12681,27775.01155,1997
1997-05-01,51579.94453,49912.38439,53085.05704,28599.96294,1997
1997-05-02,55740.01619,53437.49775,53955.21125,29600.07525,1997
1997-05-03,59900.08785,56962.6111,54825.01231,30600.18755,1997
1997-05-04,64060.15951,60487.72445,55695.16652,31599.94671,1997
1997-05-05,68220.23117,64012.48466,56564.96758,32600.05901,1997
1997-05-06,68220.23117,64027.66998,56115.0583,32440.08342,1997
1997-05-07,64060.15951,60532.57412,54345.08554,31120.01993,1997
1997-05-08,59900.08785,57037.47826,52575.11277,29799.95645,1997
